Order Date,Ship Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Delivery Days
11/4/2015,15/4/2015,Standard Class,Consumer,New York,East,Technology,Phones,21.99,1,0,10.56,2015,April,4
11/4/2015,15/4/2015,Standard Class,Consumer,New York,East,Office Supplies,Appliances,406.60,5,0,113.85,2015,April,4
15/9/2016,20/9/2016,Standard Class,Corporate,New York,East,Office Supplies,Binders,841.57,2,0.2,294.55,2016,September,5
13/9/2014,16/9/2014,First Class,Consumer,Pennsylvania,East,Office Supplies,Paper,15.55,3,0.2,5.44,2014,September,3
13/9/2014,16/9/2014,First Class,Consumer,Pennsylvania,East,Technology,Accessories,252.00,5,0.2,53.55,2014,September,3
5/10/2015,9/10/2015,Standard Class,Home Office,Virginia,South,Office Supplies,Art,46.20,4,0,12.94,2015,October,4
5/10/2015,9/10/2015,Standard Class,Home Office,Virginia,South,Office Supplies,Appliances,28.84,2,0,9.52,2015,October,4
14/4/2017,17/4/2017,First Class,Consumer,Ohio,East,Office Supplies,Art,14.59,3,0.2,2.55,2017,April,3
14/4/2017,17/4/2017,First Class,Consumer,Ohio,East,Office Supplies,Art,89.86,3,0.2,21.34,2017,April,3
14/4/2017,17/4/2017,First Class,Consumer,Ohio,East,Office Supplies,Paper,13.87,3,0.2,5.03,2017,April,3
2/9/2017,6/9/2017,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Paper,12.19,3,0.2,4.11,2017,September,4
20/6/2016,24/6/2016,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Paper,45.06,8,0.2,15.21,2016,June,4
20/6/2016,24/6/2016,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,29.72,6,0.7,-21.79,2016,June,4
20/6/2016,24/6/2016,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Paper,15.55,3,0.2,5.44,2016,June,4
20/6/2016,24/6/2016,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Appliances,447.70,2,0.2,33.58,2016,June,4
5/11/2017,6/11/2017,First Class,Corporate,New Mexico,West,Technology,Accessories,159.99,1,0,54.40,2017,November,1
13/12/2015,17/12/2015,Standard Class,Corporate,California,West,Office Supplies,Paper,12.96,2,0,6.22,2015,December,4
13/12/2015,17/12/2015,Standard Class,Corporate,California,West,Office Supplies,Appliances,134.48,4,0,34.96,2015,December,4
19/6/2016,20/6/2016,First Class,Corporate,California,West,Office Supplies,Paper,17.12,2,0,8.05,2016,June,1
13/12/2016,20/12/2016,Standard Class,Corporate,California,West,Office Supplies,Binders,6.10,2,0.2,2.21,2016,December,7
13/12/2016,20/12/2016,Standard Class,Corporate,California,West,Furniture,Tables,1114.27,4,0.2,41.79,2016,December,7
29/5/2015,3/6/2015,Standard Class,Consumer,Washington,West,Office Supplies,Paper,32.40,5,0,15.55,2015,May,5
29/5/2015,3/6/2015,Standard Class,Consumer,Washington,West,Office Supplies,Storage,540.57,3,0,140.55,2015,May,5
29/5/2015,3/6/2015,Standard Class,Consumer,Washington,West,Office Supplies,Binders,167.76,5,0.2,62.91,2015,May,5
26/7/2015,28/7/2015,First Class,Consumer,Arizona,West,Furniture,Tables,393.17,3,0.5,-204.45,2015,July,2
28/11/2017,2/12/2017,Standard Class,Home Office,Pennsylvania,East,Furniture,Furnishings,516.49,7,0.2,-12.91,2017,November,4
28/11/2017,2/12/2017,Standard Class,Home Office,Pennsylvania,East,Furniture,Furnishings,1007.23,6,0.2,75.54,2017,November,4
28/11/2017,2/12/2017,Standard Class,Home Office,Pennsylvania,East,Furniture,Tables,2065.32,12,0.4,-619.60,2017,November,4
28/11/2017,2/12/2017,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Paper,15.55,3,0.2,5.44,2017,November,4
28/11/2017,2/12/2017,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Paper,25.34,6,0.2,7.92,2017,November,4
3/4/2017,7/4/2017,Standard Class,Consumer,Pennsylvania,East,Furniture,Furnishings,25.47,4,0.2,7.64,2017,April,4
28/12/2017,1/1/2018,Standard Class,Consumer,Texas,Central,Office Supplies,Art,27.17,2,0.2,2.72,2017,December,4
28/12/2017,1/1/2018,Standard Class,Consumer,Texas,Central,Furniture,Bookcases,78.85,2,0.32,-11.60,2017,December,4
30/11/2017,4/12/2017,Standard Class,Consumer,Mississippi,South,Office Supplies,Storage,173.80,5,0,43.45,2017,November,4
15/5/2017,18/5/2017,Second Class,Consumer,Arizona,West,Technology,Phones,29.59,1,0.2,2.59,2017,May,3
15/5/2017,18/5/2017,Second Class,Consumer,Arizona,West,Office Supplies,Binders,4.75,2,0.7,-3.17,2017,May,3
15/5/2017,18/5/2017,Second Class,Consumer,Arizona,West,Office Supplies,Paper,15.55,3,0.2,5.64,2017,May,3
22/9/2015,22/9/2015,Same Day,Consumer,California,West,Furniture,Furnishings,204.60,2,0,53.20,2015,September,0
14/11/2017,19/11/2017,Standard Class,Corporate,California,West,Furniture,Chairs,321.57,2,0.2,28.14,2017,November,5
27/11/2015,1/12/2015,Standard Class,Home Office,Arkansas,South,Office Supplies,Binders,6.24,2,0,3.06,2015,November,4
1/9/2016,4/9/2016,First Class,Corporate,California,West,Office Supplies,Envelopes,21.88,2,0,10.94,2016,September,3
22/9/2014,24/9/2014,Second Class,Consumer,Florida,South,Office Supplies,Labels,4.61,2,0.2,1.67,2014,September,2
9/4/2017,11/4/2017,First Class,Home Office,New York,East,Office Supplies,Labels,9.82,2,0,4.81,2017,April,2
9/4/2017,11/4/2017,First Class,Home Office,New York,East,Office Supplies,Art,35.97,3,0,9.71,2017,April,2
9/4/2017,11/4/2017,First Class,Home Office,New York,East,Office Supplies,Paper,12.96,2,0,6.22,2017,April,2
9/4/2017,11/4/2017,First Class,Home Office,New York,East,Office Supplies,Paper,191.60,4,0,91.97,2017,April,2
9/4/2017,11/4/2017,First Class,Home Office,New York,East,Office Supplies,Labels,8.64,3,0,4.23,2017,April,2
9/4/2017,11/4/2017,First Class,Home Office,New York,East,Office Supplies,Storage,501.81,3,0,0.00,2017,April,2
16/1/2014,18/1/2014,Second Class,Consumer,Pennsylvania,East,Furniture,Furnishings,127.10,6,0.2,28.60,2014,January,2
16/1/2014,18/1/2014,Second Class,Consumer,Pennsylvania,East,Technology,Phones,124.20,3,0.4,-31.05,2014,January,2
16/1/2014,18/1/2014,Second Class,Consumer,Pennsylvania,East,Office Supplies,Binders,18.59,2,0.7,-13.63,2014,January,2
16/1/2014,18/1/2014,Second Class,Consumer,Pennsylvania,East,Office Supplies,Labels,30.07,3,0.2,10.15,2014,January,2
5/10/2017,8/10/2017,Second Class,Home Office,New York,East,Technology,Phones,160.93,7,0,3.22,2017,October,3
5/10/2017,8/10/2017,Second Class,Home Office,New York,East,Office Supplies,Binders,75.79,3,0.2,25.58,2017,October,3
9/7/2017,15/7/2017,Standard Class,Consumer,Oregon,West,Office Supplies,Binders,1.08,2,0.7,-0.79,2017,July,6
7/1/2017,10/1/2017,First Class,Corporate,Michigan,Central,Technology,Machines,3059.98,2,0.1,680.00,2017,January,3
30/5/2016,31/5/2016,First Class,Consumer,North Carolina,South,Office Supplies,Binders,3.28,2,0.7,-2.63,2016,May,1
9/12/2015,12/12/2015,First Class,Corporate,Indiana,Central,Office Supplies,Paper,34.02,3,0,16.67,2015,December,3
3/10/2016,8/10/2016,Standard Class,Consumer,New York,East,Furniture,Chairs,599.29,6,0.1,93.22,2016,October,5
11/11/2014,14/11/2014,Second Class,Consumer,Colorado,West,Office Supplies,Art,3.39,1,0.2,0.81,2014,November,3
11/11/2014,14/11/2014,Second Class,Consumer,Colorado,West,Technology,Phones,559.98,2,0.2,56.00,2014,November,3
11/11/2014,14/11/2014,Second Class,Consumer,Colorado,West,Furniture,Chairs,603.92,5,0.2,75.49,2014,November,3
29/9/2017,5/10/2017,Standard Class,Home Office,Texas,Central,Office Supplies,Labels,7.97,2,0.2,2.59,2017,September,6
29/9/2017,5/10/2017,Standard Class,Home Office,Texas,Central,Office Supplies,Envelopes,27.97,4,0.2,9.44,2017,September,6
29/9/2017,5/10/2017,Standard Class,Home Office,Texas,Central,Technology,Machines,336.51,3,0.4,44.87,2017,September,6
10/3/2015,10/3/2015,Same Day,Consumer,Texas,Central,Office Supplies,Binders,1.11,2,0.8,-1.89,2015,March,0
21/5/2017,26/5/2017,Standard Class,Corporate,New York,East,Furniture,Furnishings,520.05,5,0,72.81,2017,May,5
21/5/2017,26/5/2017,Standard Class,Corporate,New York,East,Office Supplies,Art,17.97,3,0,5.21,2017,May,5
29/3/2015,31/3/2015,Second Class,Home Office,Florida,South,Furniture,Chairs,1166.92,5,0.2,131.28,2015,March,2
9/9/2016,11/9/2016,First Class,Consumer,New York,East,Office Supplies,Binders,14.62,2,0.2,5.48,2016,September,2
26/8/2016,27/8/2016,First Class,Consumer,California,West,Office Supplies,Fasteners,10.23,3,0,4.91,2016,August,1
26/8/2016,27/8/2016,First Class,Consumer,California,West,Office Supplies,Paper,154.90,5,0,69.71,2016,August,1
21/5/2014,25/5/2014,Standard Class,Corporate,Virginia,South,Office Supplies,Binders,2715.93,7,0,1276.49,2014,May,4
21/5/2014,25/5/2014,Standard Class,Corporate,Virginia,South,Technology,Phones,617.97,3,0,173.03,2014,May,4
28/10/2015,3/11/2015,Standard Class,Consumer,Kentucky,South,Office Supplies,Envelopes,10.67,1,0,4.91,2015,October,6
28/10/2015,3/11/2015,Standard Class,Consumer,Kentucky,South,Office Supplies,Storage,36.63,3,0,9.89,2015,October,6
28/10/2015,3/11/2015,Standard Class,Consumer,Kentucky,South,Furniture,Furnishings,24.10,5,0,9.16,2015,October,6
28/10/2015,3/11/2015,Standard Class,Consumer,Kentucky,South,Furniture,Furnishings,33.11,7,0,12.91,2015,October,6
13/11/2016,17/11/2016,Standard Class,Home Office,Washington,West,Office Supplies,Art,44.02,2,0,11.45,2016,November,4
31/7/2015,31/7/2015,Same Day,Consumer,New York,East,Technology,Accessories,2309.65,7,0,762.18,2015,July,0
31/7/2015,31/7/2015,Same Day,Consumer,New York,East,Furniture,Tables,1090.78,7,0.4,-290.88,2015,July,0
31/7/2015,31/7/2015,Same Day,Consumer,New York,East,Office Supplies,Paper,19.44,3,0,9.33,2015,July,0
27/8/2015,31/8/2015,Standard Class,Consumer,California,West,Office Supplies,Storage,484.65,3,0,92.08,2015,August,4
13/11/2015,17/11/2015,Standard Class,Consumer,North Carolina,South,Office Supplies,Paper,115.30,3,0.2,40.35,2015,November,4
6/11/2015,9/11/2015,First Class,Consumer,Arizona,West,Office Supplies,Envelopes,7.08,3,0.2,2.48,2015,November,3
6/11/2015,9/11/2015,First Class,Consumer,Arizona,West,Office Supplies,Binders,4.40,3,0.7,-3.52,2015,November,3
26/12/2017,1/1/2018,Standard Class,Consumer,Iowa,Central,Office Supplies,Paper,44.75,5,0,20.59,2017,December,6
1/8/2017,3/8/2017,First Class,Consumer,Illinois,Central,Technology,Phones,95.98,2,0.2,6.00,2017,August,2
24/11/2014,26/11/2014,First Class,Consumer,California,West,Furniture,Furnishings,151.72,4,0,27.31,2014,November,2
17/6/2017,21/6/2017,Second Class,Consumer,Washington,West,Furniture,Furnishings,155.25,3,0,46.58,2017,June,4
17/6/2017,21/6/2017,Second Class,Consumer,Washington,West,Office Supplies,Storage,14.03,1,0,4.07,2017,June,4
21/12/2015,24/12/2015,Second Class,Consumer,Washington,West,Furniture,Tables,1618.37,13,0,356.04,2015,December,3
21/12/2015,24/12/2015,Second Class,Consumer,Washington,West,Technology,Accessories,99.60,1,0,36.85,2015,December,3
17/9/2015,19/9/2015,Second Class,Home Office,California,West,Office Supplies,Paper,32.40,5,0,15.55,2015,September,2
6/7/2015,10/7/2015,Standard Class,Corporate,New York,East,Furniture,Furnishings,13.96,2,0,6.70,2015,July,4
6/7/2015,10/7/2015,Standard Class,Corporate,New York,East,Furniture,Furnishings,155.82,3,0,63.89,2015,July,4
6/7/2015,10/7/2015,Standard Class,Corporate,New York,East,Technology,Phones,124.95,5,0,2.50,2015,July,4
6/7/2015,10/7/2015,Standard Class,Corporate,New York,East,Office Supplies,Storage,601.65,5,0,156.43,2015,July,4
27/4/2015,3/5/2015,Standard Class,Consumer,District of Columbia,East,Office Supplies,Art,22.74,3,0,8.87,2015,April,6
27/4/2015,3/5/2015,Standard Class,Consumer,District of Columbia,East,Furniture,Chairs,1267.53,3,0,316.88,2015,April,6
27/4/2015,3/5/2015,Standard Class,Consumer,District of Columbia,East,Technology,Machines,1379.92,8,0,648.56,2015,April,6
16/6/2015,20/6/2015,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Envelopes,6.21,2,0.2,2.17,2015,June,4
17/12/2017,20/12/2017,First Class,Home Office,California,West,Office Supplies,Binders,11.81,2,0.2,4.28,2017,December,3
11/1/2016,13/1/2016,Second Class,Home Office,Ohio,East,Office Supplies,Paper,15.55,3,0.2,5.44,2016,January,2
11/1/2016,13/1/2016,Second Class,Home Office,Ohio,East,Office Supplies,Paper,63.31,3,0.2,20.58,2016,January,2
11/1/2016,13/1/2016,Second Class,Home Office,Ohio,East,Technology,Phones,15.59,2,0.4,-9.87,2016,January,2
11/7/2014,15/7/2014,Standard Class,Corporate,New Jersey,East,Office Supplies,Paper,177.20,5,0,83.28,2014,July,4
11/7/2014,15/7/2014,Standard Class,Corporate,New Jersey,East,Technology,Phones,197.97,3,0,57.41,2014,July,4
11/7/2014,15/7/2014,Standard Class,Corporate,New Jersey,East,Furniture,Chairs,854.94,3,0,213.74,2014,July,4
11/7/2014,15/7/2014,Standard Class,Corporate,New Jersey,East,Furniture,Furnishings,124.11,9,0,52.13,2014,July,4
11/7/2014,15/7/2014,Standard Class,Corporate,New Jersey,East,Office Supplies,Labels,14.40,5,0,7.06,2014,July,4
20/11/2016,22/11/2016,First Class,Consumer,Ohio,East,Office Supplies,Paper,15.70,3,0.2,5.10,2016,November,2
20/11/2016,22/11/2016,First Class,Consumer,Ohio,East,Office Supplies,Binders,2.63,2,0.7,-1.93,2016,November,2
20/11/2016,22/11/2016,First Class,Consumer,Ohio,East,Office Supplies,Binders,14.43,3,0.7,-10.58,2016,November,2
22/4/2016,26/4/2016,Standard Class,Home Office,Missouri,Central,Furniture,Furnishings,86.62,2,0,8.66,2016,April,4
13/6/2015,14/6/2015,First Class,Consumer,California,West,Office Supplies,Binders,36.62,3,0.2,13.73,2015,June,1
20/11/2017,21/11/2017,First Class,Consumer,North Carolina,South,Office Supplies,Art,23.97,7,0.2,2.70,2017,November,1
20/11/2017,21/11/2017,First Class,Consumer,North Carolina,South,Office Supplies,Art,28.73,3,0.2,1.80,2017,November,1
20/3/2016,24/3/2016,Standard Class,Home Office,Missouri,Central,Furniture,Tables,697.16,4,0,146.40,2016,March,4
6/9/2016,9/9/2016,Second Class,Consumer,New York,East,Technology,Accessories,31.86,2,0,11.15,2016,September,3
6/9/2016,9/9/2016,Second Class,Consumer,New York,East,Furniture,Bookcases,722.35,3,0.2,90.29,2016,September,3
9/7/2017,12/7/2017,First Class,Corporate,Illinois,Central,Office Supplies,Art,8.84,5,0.2,2.98,2017,July,3
9/7/2017,12/7/2017,First Class,Corporate,Illinois,Central,Office Supplies,Appliances,58.46,9,0.8,-146.16,2017,July,3
12/10/2017,16/10/2017,Standard Class,Home Office,Illinois,Central,Furniture,Chairs,254.60,14,0.3,-18.19,2017,October,4
8/3/2016,13/3/2016,Standard Class,Consumer,Florida,South,Technology,Phones,1363.96,5,0.2,85.25,2016,March,5
8/3/2016,13/3/2016,Standard Class,Consumer,Florida,South,Furniture,Furnishings,102.36,3,0.2,-3.84,2016,March,5
27/5/2014,1/6/2014,Second Class,Consumer,California,West,Technology,Phones,1113.50,12,0.2,125.27,2014,May,5
27/5/2014,1/6/2014,Second Class,Consumer,California,West,Technology,Accessories,99.99,1,0,38.00,2014,May,5
3/7/2015,5/7/2015,First Class,Corporate,Pennsylvania,East,Furniture,Furnishings,168.46,2,0.2,-29.48,2015,July,2
3/7/2015,5/7/2015,First Class,Corporate,Pennsylvania,East,Office Supplies,Paper,6.72,2,0.2,2.44,2015,July,2
3/7/2015,5/7/2015,First Class,Corporate,Pennsylvania,East,Furniture,Furnishings,282.89,9,0.2,56.58,2015,July,2
4/4/2015,8/4/2015,Standard Class,Home Office,New York,East,Office Supplies,Art,11.16,2,0,4.35,2015,April,4
4/4/2015,8/4/2015,Standard Class,Home Office,New York,East,Furniture,Furnishings,108.40,2,0,22.76,2015,April,4
4/4/2015,8/4/2015,Standard Class,Home Office,New York,East,Office Supplies,Binders,82.34,3,0.2,27.79,2015,April,4
4/4/2015,8/4/2015,Standard Class,Home Office,New York,East,Office Supplies,Binders,9.09,4,0.2,3.29,2015,April,4
10/12/2017,17/12/2017,Standard Class,Corporate,California,West,Office Supplies,Binders,19.94,4,0.2,7.23,2017,December,7
10/12/2017,17/12/2017,Standard Class,Corporate,California,West,Office Supplies,Binders,65.57,2,0.2,22.95,2017,December,7
24/11/2016,1/12/2016,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Fasteners,4.42,3,0.2,1.60,2016,November,7
23/3/2015,29/3/2015,Standard Class,Consumer,Texas,Central,Furniture,Chairs,107.77,2,0.3,-29.25,2015,March,6
16/4/2015,21/4/2015,Standard Class,Corporate,Ohio,East,Office Supplies,Appliances,45.22,3,0.2,4.52,2015,April,5
16/4/2015,21/4/2015,Standard Class,Corporate,Ohio,East,Office Supplies,Fasteners,10.42,7,0.2,-2.21,2015,April,5
16/4/2015,21/4/2015,Standard Class,Corporate,Ohio,East,Office Supplies,Art,7.87,3,0.2,1.28,2015,April,5
16/4/2015,21/4/2015,Standard Class,Corporate,Ohio,East,Technology,Phones,118.78,3,0.4,-27.72,2015,April,5
16/4/2015,21/4/2015,Standard Class,Corporate,Ohio,East,Office Supplies,Fasteners,1.45,1,0.2,0.24,2015,April,5
16/4/2015,21/4/2015,Standard Class,Corporate,Ohio,East,Office Supplies,Binders,55.47,5,0.7,-46.23,2015,April,5
1/10/2016,2/10/2016,First Class,Consumer,California,West,Furniture,Chairs,194.85,4,0.2,12.18,2016,October,1
28/9/2017,30/9/2017,Second Class,Consumer,Texas,Central,Office Supplies,Supplies,1.74,1,0.2,-0.35,2017,September,2
25/7/2015,29/7/2015,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,25.18,4,0.7,-18.46,2015,July,4
20/11/2015,26/11/2015,Standard Class,Home Office,California,West,Office Supplies,Art,19.46,7,0,5.06,2015,November,6
28/4/2016,2/5/2016,Standard Class,Home Office,Colorado,West,Office Supplies,Paper,29.47,3,0.2,9.95,2016,April,4
14/11/2017,19/11/2017,Standard Class,Consumer,New York,East,Office Supplies,Binders,8.64,2,0.2,3.02,2017,November,5
12/11/2016,19/11/2016,Standard Class,Consumer,Arizona,West,Office Supplies,Binders,6.27,5,0.7,-4.60,2016,November,7
12/11/2016,19/11/2016,Standard Class,Consumer,Arizona,West,Office Supplies,Binders,4.37,7,0.7,-3.35,2016,November,7
12/11/2016,19/11/2016,Standard Class,Consumer,Arizona,West,Technology,Accessories,31.98,2,0.2,2.00,2016,November,7
29/9/2016,30/9/2016,First Class,Home Office,Indiana,Central,Office Supplies,Art,40.88,7,0,10.63,2016,September,1
23/9/2017,25/9/2017,Second Class,Consumer,Washington,West,Office Supplies,Appliances,119.96,2,0,33.59,2017,September,2
23/9/2017,25/9/2017,Second Class,Consumer,Washington,West,Office Supplies,Storage,31.44,3,0,8.49,2017,September,2
23/9/2017,25/9/2017,Second Class,Consumer,Washington,West,Office Supplies,Binders,6.88,1,0.2,2.32,2017,September,2
29/11/2015,4/12/2015,Standard Class,Corporate,Michigan,Central,Office Supplies,Paper,19.92,4,0,9.36,2015,November,5
29/11/2015,4/12/2015,Standard Class,Corporate,Michigan,Central,Furniture,Chairs,1106.91,9,0,121.76,2015,November,5
1/3/2016,5/3/2016,Standard Class,Consumer,New York,East,Furniture,Tables,836.59,8,0.4,-264.92,2016,March,4
1/3/2016,5/3/2016,Standard Class,Consumer,New York,East,Office Supplies,Paper,26.38,1,0,12.13,2016,March,4
1/3/2016,5/3/2016,Standard Class,Consumer,New York,East,Office Supplies,Storage,362.92,2,0,105.25,2016,March,4
1/3/2016,5/3/2016,Standard Class,Consumer,New York,East,Technology,Machines,4899.93,7,0,2400.97,2016,March,4
12/8/2016,12/8/2016,Same Day,Consumer,Iowa,Central,Office Supplies,Paper,6.48,1,0,3.11,2016,August,0
15/8/2016,20/8/2016,Second Class,Corporate,California,West,Technology,Phones,71.98,3,0.2,7.20,2016,August,5
15/8/2016,20/8/2016,Second Class,Corporate,California,West,Office Supplies,Labels,3.15,1,0,1.51,2016,August,5
4/6/2017,10/6/2017,Standard Class,Corporate,North Carolina,South,Furniture,Furnishings,31.98,2,0.2,2.00,2017,June,6
4/6/2017,10/6/2017,Standard Class,Corporate,North Carolina,South,Technology,Phones,71.98,2,0.2,25.19,2017,June,6
6/12/2015,13/12/2015,Standard Class,Consumer,California,West,Office Supplies,Art,120.15,9,0,33.64,2015,December,7
6/12/2015,13/12/2015,Standard Class,Consumer,California,West,Technology,Phones,219.18,2,0.2,19.18,2015,December,7
